Job_Title,Industry,Company_Size,Location,AI_Adoption_Level,Automation_Risk,Required_Skills,Salary_USD,Remote_Friendly,Job_Growth_Projection
UX Designer,Telecommunications,Large,Dubai,2,3,Sales,107103.06730964044,1,0
Data Scientist,Healthcare,Large,Berlin,3,2,Marketing,95276.78008497784,1,1
AI Researcher,Energy,Small,Toronto,2,1,Machine Learning,82792.507068392,1,-1
Data Scientist,Education,Small,Paris,3,1,Python,99467.4500805192,1,1
Operations Manager,Manufacturing,Large,London,1,1,Cybersecurity,116713.11794289124,0,1
Product Manager,Entertainment,Small,Sydney,1,3,JavaScript,89454.20120720599,1,1
Cybersecurity Analyst,Technology,Medium,Paris,1,1,UX/UI Design,84654.87771153946,1,0
UX Designer,Manufacturing,Medium,Paris,1,3,Communication,97763.4051533598,1,-1
Cybersecurity Analyst,Education,Small,Singapore,2,3,Sales,90774.54040739224,1,-1
UX Designer,Manufacturing,Medium,New York,2,2,Python,63245.81152164402,0,1
HR Manager,Education,Small,Tokyo,1,2,Project Management,94786.61600794963,1,0
Software Engineer,Education,Large,Berlin,1,2,Project Management,63064.75182472472,0,1
Operations Manager,Transportation,Large,Dubai,1,2,Communication,97489.6129281689,1,0
AI Researcher,Retail,Medium,New York,2,2,JavaScript,74057.14551186866,0,0
UX Designer,Energy,Small,Singapore,1,3,Sales,90737.49608372692,0,0
Cybersecurity Analyst,Transportation,Small,Sydney,1,3,Marketing,97811.87812398472,1,0
Operations Manager,Entertainment,Medium,Berlin,1,1,Communication,139078.06691887142,1,-1
Marketing Specialist,Transportation,Large,Singapore,3,3,JavaScript,104854.99923573848,0,0
Marketing Specialist,Finance,Medium,Tokyo,1,3,Sales,117295.97619484668,0,0
Data Scientist,Finance,Large,Tokyo,3,2,Python,127434.9563738785,1,1
AI Researcher,Energy,Small,Tokyo,3,3,Cybersecurity,99785.1183399889,0,1
HR Manager,Manufacturing,Large,New York,1,2,Marketing,95713.796005344,0,-1
Cybersecurity Analyst,Retail,Medium,New York,3,1,UX/UI Design,68665.57782347569,0,1
Software Engineer,Energy,Small,Dubai,1,1,Project Management,87667.40135199211,1,0
Software Engineer,Education,Medium,Dubai,2,3,Data Analysis,75538.24540728275,0,1
Cybersecurity Analyst,Healthcare,Medium,Sydney,2,1,Python,81978.82299751228,0,-1
Product Manager,Retail,Large,Berlin,2,3,Project Management,127413.26752384935,0,1
HR Manager,Retail,Medium,San Francisco,2,1,Machine Learning,92292.4301839998,1,1
Operations Manager,Education,Large,San Francisco,3,2,Data Analysis,72482.00844567783,1,-1
UX Designer,Education,Small,Singapore,1,2,Project Management,117490.66909382609,0,-1
Product Manager,Technology,Large,Tokyo,1,2,JavaScript,109105.50952474898,1,0
UX Designer,Energy,Small,Berlin,1,2,Marketing,110153.06985200792,0,1
UX Designer,Education,Large,Paris,2,3,Project Management,49877.3959379521,1,0
Product Manager,Finance,Medium,New York,2,1,UX/UI Design,128973.41915442972,1,1
Data Scientist,Entertainment,Large,Toronto,1,3,Cybersecurity,78829.70515812226,0,1
Marketing Specialist,Healthcare,Large,London,2,2,JavaScript,105559.0954558551,1,0
UX Designer,Energy,Small,Sydney,1,3,Python,140475.99581234064,1,1
Product Manager,Telecommunications,Medium,Tokyo,1,1,Python,133106.65496381235,1,1
Product Manager,Finance,Large,Tokyo,1,3,Python,70448.75749054627,0,1
Sales Manager,Manufacturing,Medium,Tokyo,1,1,Python,61109.65325995454,1,-1
Data Scientist,Education,Large,New York,1,3,Cybersecurity,118606.93197695856,1,0
AI Researcher,Telecommunications,Large,New York,1,1,Project Management,92841.11623188,0,-1
Sales Manager,Education,Medium,London,1,1,Sales,79982.3711739584,1,0
Sales Manager,Retail,Large,Paris,2,2,Project Management,102424.37093878096,1,0
Cybersecurity Analyst,Finance,Medium,Berlin,1,1,Machine Learning,86742.40845081118,1,1
Marketing Specialist,Retail,Large,Tokyo,1,2,Marketing,104026.48274097488,1,0
Product Manager,Technology,Small,San Francisco,2,2,Data Analysis,91339.63615637466,1,-1
Marketing Specialist,Retail,Medium,Dubai,2,2,Sales,104447.75856656334,0,-1
HR Manager,Technology,Large,San Francisco,2,3,Sales,72109.34621727222,0,-1
Cybersecurity Analyst,Technology,Large,Singapore,1,3,Project Management,118489.24026265267,1,0
AI Researcher,Telecommunications,Small,San Francisco,3,3,Sales,103952.46741464877,1,-1
Marketing Specialist,Education,Medium,Singapore,3,3,Communication,102925.94738807144,1,0
Software Engineer,Manufacturing,Large,Toronto,2,1,Communication,67646.60145976013,0,-1
UX Designer,Retail,Small,Dubai,3,1,Machine Learning,123992.64833288494,0,-1
HR Manager,Finance,Large,San Francisco,2,3,Data Analysis,89725.67801267463,1,0
Data Scientist,Technology,Medium,Toronto,1,1,UX/UI Design,104560.97724859684,1,-1
AI Researcher,Education,Large,Sydney,3,1,Cybersecurity,83543.51072506783,0,1
HR Manager,Healthcare,Large,Berlin,1,2,Project Management,95217.78129364197,1,0
UX Designer,Energy,Large,Toronto,3,2,Cybersecurity,95942.54704238808,0,0
Cybersecurity Analyst,Telecommunications,Large,Berlin,1,2,UX/UI Design,33601.38135993158,0,0
UX Designer,Manufacturing,Small,San Francisco,3,2,Project Management,101648.96249309662,1,1
Sales Manager,Transportation,Small,Paris,1,1,Project Management,129306.82923444168,0,0
UX Designer,Telecommunications,Medium,Toronto,1,3,Data Analysis,100795.60517983914,1,-1
Sales Manager,Healthcare,Small,Dubai,3,1,Cybersecurity,70845.83502220524,1,-1
Cybersecurity Analyst,Energy,Small,San Francisco,1,1,Communication,102999.23132307774,1,-1
Operations Manager,Healthcare,Medium,Tokyo,1,1,Python,111189.61060346678,1,0
Sales Manager,Retail,Small,New York,1,2,Cybersecurity,100249.33032380774,1,-1
Data Scientist,Technology,Small,Toronto,3,2,Marketing,88517.45787139912,1,0
UX Designer,Manufacturing,Medium,Dubai,3,2,Marketing,85157.01548352139,0,-1
UX Designer,Entertainment,Medium,Sydney,1,3,Project Management,85073.80489266386,0,1
Data Scientist,Technology,Medium,Tokyo,1,1,Python,103955.53802022424,0,1
Software Engineer,Entertainment,Large,Sydney,3,3,JavaScript,61857.52009880744,0,1
Product Manager,Energy,Large,San Francisco,3,2,UX/UI Design,82562.53678289187,1,1
Operations Manager,Education,Medium,New York,1,3,Machine Learning,121912.19646021895,0,0
AI Researcher,Transportation,Medium,Toronto,1,1,Python,122683.90533154352,0,-1
Sales Manager,Finance,Medium,Toronto,1,1,Machine Learning,60437.05824396676,0,1
Data Scientist,Technology,Large,Paris,2,2,Cybersecurity,67371.72777472783,1,0
Cybersecurity Analyst,Manufacturing,Large,Paris,3,2,Cybersecurity,84587.58840944126,0,1
Sales Manager,Healthcare,Small,San Francisco,2,3,Machine Learning,107851.79034228704,1,1
Product Manager,Manufacturing,Small,San Francisco,3,2,UX/UI Design,53450.51291894019,0,0
Cybersecurity Analyst,Energy,Medium,New York,3,2,Python,88903.82730165044,1,0
HR Manager,Entertainment,Large,Paris,3,1,JavaScript,80516.4168684071,1,-1
UX Designer,Healthcare,Large,Dubai,3,2,Project Management,116519.29348570466,0,-1
HR Manager,Finance,Large,Dubai,3,2,Data Analysis,56461.83052061492,1,1
Sales Manager,Finance,Medium,New York,3,1,Cybersecurity,91850.81230987245,1,1
Product Manager,Technology,Small,Dubai,3,1,Marketing,82127.81125302812,0,-1
Operations Manager,Energy,Medium,Singapore,2,3,UX/UI Design,119395.97852554575,0,-1
Sales Manager,Education,Small,Berlin,1,2,Data Analysis,101953.052927065,0,0
Data Scientist,Energy,Small,New York,1,1,JavaScript,78283.6868148453,1,-1
Marketing Specialist,Entertainment,Medium,New York,2,3,Sales,107067.72886658164,1,-1
Sales Manager,Manufacturing,Small,London,2,3,Project Management,82223.42293382852,1,1
UX Designer,Finance,Small,Tokyo,2,2,Cybersecurity,109986.59422479507,0,-1
UX Designer,Manufacturing,Large,Tokyo,2,2,Project Management,85258.46018228843,1,1
Sales Manager,Manufacturing,Small,Singapore,3,3,Data Analysis,111093.33157537528,1,-1
Cybersecurity Analyst,Manufacturing,Medium,Paris,1,1,Project Management,98721.639102545,1,0
Marketing Specialist,Finance,Medium,San Francisco,3,3,Sales,155209.82161382848,1,-1
Data Scientist,Telecommunications,Small,San Francisco,1,2,Data Analysis,88942.07989167991,1,-1
Sales Manager,Retail,Large,Sydney,1,1,Cybersecurity,97657.24583242898,1,-1
Cybersecurity Analyst,Entertainment,Large,Singapore,2,1,Python,80411.50516568137,1,1
UX Designer,Telecommunications,Small,New York,3,3,Marketing,90053.70681509557,0,0
UX Designer,Entertainment,Small,Singapore,2,2,Data Analysis,35963.29731701118,0,-1
Product Manager,Healthcare,Medium,Singapore,3,3,Communication,99311.68033082064,0,1
Sales Manager,Energy,Small,Singapore,1,3,Sales,116857.48425898825,1,0
Marketing Specialist,Energy,Large,Tokyo,2,3,Data Analysis,97932.60009198709,1,1
Software Engineer,Transportation,Small,Singapore,2,1,Data Analysis,63722.77084045245,0,1
Marketing Specialist,Energy,Medium,Berlin,1,1,Communication,73964.25694581997,1,0
UX Designer,Finance,Medium,San Francisco,1,2,Cybersecurity,41396.15745687459,0,-1
UX Designer,Education,Medium,Sydney,1,2,Data Analysis,109578.48013730848,1,1
HR Manager,Technology,Medium,Berlin,2,3,Marketing,69869.7341458084,1,1
UX Designer,Transportation,Medium,Sydney,3,3,Project Management,89425.82819575544,0,-1
Data Scientist,Technology,Small,London,2,3,Cybersecurity,86925.2485534556,0,-1
AI Researcher,Entertainment,Small,Sydney,3,2,Marketing,119754.54071316532,0,0
Sales Manager,Technology,Small,San Francisco,2,1,Cybersecurity,91705.62635931476,0,0
Marketing Specialist,Technology,Small,San Francisco,2,1,Marketing,106177.8584021202,0,0
AI Researcher,Transportation,Medium,Singapore,1,3,Sales,100929.27528295324,1,-1
Cybersecurity Analyst,Healthcare,Large,Toronto,3,3,Marketing,117188.22839922798,1,1
Software Engineer,Manufacturing,Small,London,2,3,Machine Learning,85217.52610994082,1,1
Data Scientist,Energy,Large,New York,2,3,Marketing,127392.30661009034,0,0
Marketing Specialist,Energy,Small,Dubai,1,2,Python,50286.7568720137,0,-1
AI Researcher,Finance,Small,Sydney,1,1,Python,107149.46996002473,0,1
Software Engineer,Transportation,Large,Toronto,3,3,UX/UI Design,72667.60782671736,0,0
HR Manager,Finance,Medium,Singapore,2,2,Machine Learning,80145.00894440095,0,1
Data Scientist,Education,Small,Tokyo,3,3,Machine Learning,101388.28533802072,0,1
Data Scientist,Education,Small,New York,2,3,Project Management,101228.04099695486,1,-1
HR Manager,Finance,Small,Paris,3,1,Machine Learning,102128.56027380144,1,-1
Sales Manager,Transportation,Large,Toronto,1,3,Project Management,62276.84111789524,1,1
HR Manager,Finance,Medium,Tokyo,2,1,UX/UI Design,118980.6046255848,1,0
Data Scientist,Energy,Large,London,3,1,UX/UI Design,71987.05763544649,1,-1
Data Scientist,Telecommunications,Large,Singapore,1,1,Sales,74654.25819549602,0,1
AI Researcher,Retail,Medium,New York,1,2,Python,102757.93476333655,0,-1
UX Designer,Technology,Large,New York,3,2,Marketing,84265.57650477519,0,-1
Software Engineer,Retail,Medium,New York,2,1,Marketing,96165.21681124983,0,-1
HR Manager,Transportation,Small,London,2,3,Communication,46867.98606734424,0,1
Software Engineer,Retail,Medium,Sydney,1,1,Communication,95686.48899038463,0,0
HR Manager,Education,Small,Paris,2,3,JavaScript,94356.6375902443,1,0
Cybersecurity Analyst,Entertainment,Large,London,2,1,Cybersecurity,79802.82924471433,0,0
Data Scientist,Technology,Large,Dubai,2,3,Sales,48518.48080470421,0,-1
UX Designer,Manufacturing,Small,Paris,1,2,JavaScript,85743.8347703679,0,1
AI Researcher,Transportation,Large,San Francisco,3,3,JavaScript,89252.52280402774,0,-1
UX Designer,Technology,Medium,Singapore,2,1,Data Analysis,82655.4201933901,1,0
UX Designer,Retail,Small,London,1,2,Data Analysis,53276.51071135004,1,0
UX Designer,Education,Large,Tokyo,1,3,JavaScript,121894.68014633832,0,1
Software Engineer,Healthcare,Small,Paris,3,3,Machine Learning,77222.76944111254,1,-1
HR Manager,Telecommunications,Medium,Dubai,2,3,Cybersecurity,85555.90674154198,1,0
Operations Manager,Manufacturing,Medium,San Francisco,2,3,Sales,41810.51357563419,0,1
Cybersecurity Analyst,Telecommunications,Large,Sydney,3,3,JavaScript,121897.10697396414,0,-1
Marketing Specialist,Technology,Medium,Tokyo,3,2,Marketing,80669.00136531888,0,-1
UX Designer,Education,Small,Paris,1,2,Cybersecurity,91969.25634148406,0,0
Sales Manager,Education,Medium,Singapore,1,2,Data Analysis,112414.74889633304,0,0
Software Engineer,Retail,Small,Tokyo,3,2,Marketing,76473.91590566748,1,-1
AI Researcher,Energy,Small,San Francisco,2,1,Data Analysis,109264.89974773087,0,-1
Marketing Specialist,Retail,Medium,Tokyo,1,2,Data Analysis,48773.49088117717,0,0
Operations Manager,Energy,Large,Berlin,1,3,Cybersecurity,101019.73315142626,0,-1
Sales Manager,Energy,Medium,Toronto,2,3,Data Analysis,121444.84333039304,1,0
Operations Manager,Manufacturing,Small,Sydney,1,2,UX/UI Design,78391.66305563941,0,-1
Marketing Specialist,Retail,Small,San Francisco,2,3,Python,112377.63240596798,0,0
UX Designer,Healthcare,Medium,Tokyo,2,2,UX/UI Design,126678.45304387566,0,1
Sales Manager,Finance,Large,Toronto,2,3,Python,84903.16323891962,1,0
Operations Manager,Finance,Large,Toronto,3,1,Communication,83249.43428300279,0,0
AI Researcher,Retail,Small,Tokyo,3,1,Communication,72034.12508335392,0,1
HR Manager,Retail,Small,Singapore,3,2,Data Analysis,79805.39689629733,0,-1
Data Scientist,Telecommunications,Large,Berlin,2,2,Sales,73692.80219454759,1,1
HR Manager,Manufacturing,Medium,London,2,2,Sales,72017.77803145545,0,0
Marketing Specialist,Retail,Small,Berlin,3,3,Python,113976.70593422712,0,-1
Software Engineer,Telecommunications,Small,Tokyo,1,2,Marketing,74201.47949423481,0,1
Data Scientist,Energy,Large,Sydney,2,1,Cybersecurity,95170.43829439246,1,-1
Cybersecurity Analyst,Education,Medium,London,1,3,Data Analysis,90764.66870432477,0,-1
AI Researcher,Education,Large,San Francisco,1,2,Cybersecurity,119961.89125142244,0,1
Cybersecurity Analyst,Energy,Medium,Berlin,2,3,UX/UI Design,79936.87535889974,0,-1
Sales Manager,Transportation,Medium,Tokyo,2,3,Sales,97622.96093308643,1,1
Data Scientist,Telecommunications,Medium,Berlin,1,2,Machine Learning,105821.3940455222,1,0
Cybersecurity Analyst,Telecommunications,Small,London,1,3,UX/UI Design,119794.99214641162,0,-1
Cybersecurity Analyst,Energy,Large,Dubai,3,1,UX/UI Design,79644.93309909466,1,0
Operations Manager,Healthcare,Large,Paris,3,1,Python,77642.1506253524,1,0
HR Manager,Entertainment,Medium,Berlin,2,3,Project Management,68764.37892079895,1,-1
